evolutionary_step,[convergence_times]
0,[39, 53, 200, 51, 20, 1, 2, 37, 1, 273, 0, 16, 7, 96, 4, 0, 40, 1, 292, 1, 59, 11, 13, 26, 8, 12, 14, 47, 11, 7, 4, 8, 4, 24, 12, 23, 20, 100000, 1, 4, 1, 0, 18, 98, 20, 1, 12, 9, 2, 3]
1,[36, 999, 0, 15, 77, 4, 63, 2, 38, 10, 5, 1, 21, 18, 4, 29, 30, 1, 405, 35, 10, 5, 765, 1, 97, 3, 1, 0, 1, 52, 1, 40, 198, 36, 3, 23, 2, 100000, 1, 4, 32, 17, 8, 2, 1, 12, 6, 14, 4, 16]
2,[7, 6, 5, 1, 8, 23, 20, 2, 49, 8, 1, 9, 25, 1, 28, 32, 4, 5, 13, 4, 11, 73, 87, 3, 27, 1, 178, 117, 31, 179, 100000, 17, 1, 167, 6, 96, 1, 5, 5, 54, 7, 8, 2, 54, 40, 7, 7, 33, 4, 125]
3,[503, 6, 105, 14, 9, 1, 71, 64, 167, 41, 4, 17, 22, 13, 7, 10, 3, 20, 1, 12, 100000, 50, 2, 3, 19, 3, 4, 8, 50, 152, 1, 79, 56, 3, 141, 30, 15, 41, 26, 3, 0, 18, 3, 3, 100000, 100000, 56, 35, 40, 12]
4,[2, 201, 18, 158, 14, 6, 114, 2, 119, 60, 105, 12, 18, 0, 16, 2, 41, 3, 100000, 3, 1, 27, 77, 1, 0, 8, 18, 64, 2, 16, 2, 4, 25, 9, 13, 1, 23, 37, 243, 6, 56, 40, 32, 1, 6, 0, 2, 41, 3, 22]
5,[3, 85, 4, 9, 40, 102, 20, 17, 3, 15, 6, 7, 162, 9, 7, 9, 17, 1, 56, 3, 78, 48, 9, 8, 7, 5, 7, 159, 11, 21, 145, 42, 84, 7, 1, 29, 33, 0, 1, 43, 17, 17, 5, 4, 2, 32, 34, 12, 36, 55]
6,[69, 127, 47, 59, 18, 49, 19, 8, 4, 106, 2, 1, 18, 15, 29, 0, 2, 45, 10, 2, 999, 14, 0, 15, 1, 7, 30, 41, 21, 2, 22, 69, 14, 203, 72, 2, 5, 5, 7, 6, 21, 24, 67, 252, 99, 6, 77, 111, 2, 7]
7,[34, 34, 43, 24, 144, 38, 35, 5, 4, 63, 6, 9, 1, 148, 13, 109, 12, 23, 13, 18, 83, 16, 3, 6, 39, 17, 13, 13, 10, 4, 33, 228, 18, 352, 40, 37, 150, 9, 15, 1, 5, 116, 7, 34, 65, 48, 3, 9, 29, 8]
8,[35, 23, 27, 23, 14, 5, 28, 17, 112, 2, 35, 7, 20, 0, 38, 15, 4, 31, 219, 7, 384, 83, 25, 12, 46, 1, 27, 375, 5, 35, 29, 9, 50, 6, 66, 1, 91, 0, 20, 15, 56, 1, 36, 158, 8, 5, 1, 45, 12, 100000]
9,[8, 30, 145, 17, 93, 26, 7, 119, 162, 2, 33, 24, 109, 67, 5, 41, 92, 2, 3, 6, 18, 47, 172, 3, 4, 4, 37, 39, 29, 77, 31, 9, 5, 3, 845, 0, 1, 52, 59, 21, 32, 11, 360, 1, 1, 4, 20, 34, 24, 14]
10,[73, 2, 198, 17, 4, 3, 25, 5, 20, 35, 4, 7, 214, 26, 404, 49, 56, 55, 13, 26, 41, 91, 14, 31, 23, 1, 1, 43, 52, 3, 0, 190, 9, 2, 2, 1, 1, 42, 44, 18, 8, 2, 27, 38, 4, 12, 5, 108, 23, 116]
11,[84, 1, 18, 3, 11, 4, 24, 7, 8, 28, 14, 5, 6, 15, 28, 27, 100, 1, 3, 5, 35, 12, 28, 3, 123, 3, 113, 3, 16, 1, 35, 2, 194, 21, 18, 39, 1, 45, 27, 26, 14, 15, 21, 16, 72, 62, 19, 4, 45, 12]
12,[3, 40, 4, 3, 2, 3, 47, 7, 56, 6, 26, 91, 11, 1, 49, 76, 9, 5, 5, 36, 2, 29, 1, 12, 28, 47, 22, 3, 26, 4, 24, 172, 708, 13, 1, 48, 21, 96, 43, 29, 37, 45, 235, 35, 36, 21, 41, 7, 45, 90]
13,[50, 4, 3, 4, 39, 2, 1, 114, 7, 4, 4, 4, 194, 27, 6, 11, 561, 1, 256, 7, 18, 2, 31, 5, 1, 52, 2, 20, 13, 146, 50, 2, 4, 7, 327, 14, 26, 2, 2, 15, 60, 77, 0, 18, 15, 30, 0, 12, 23, 31]
14,[10, 8, 2, 2, 2, 2, 1, 6, 35, 3, 24, 12, 175, 20, 5, 21, 4, 5, 3, 7, 17, 11, 324, 31, 257, 15, 3, 6, 1, 0, 25, 90, 39, 194, 61, 27, 135, 4, 32, 4, 2, 49, 76, 18, 66, 721, 27, 50, 100000, 23]
15,[2, 7, 6, 2, 6, 13, 28, 5, 20, 3, 12, 14, 6, 35, 9, 86, 23, 43, 6, 25, 6, 6, 4, 67, 17, 455, 219, 2, 100, 20, 61, 8, 193, 12, 151, 13, 45, 68, 1, 22, 36, 6, 139, 9, 4, 47, 7, 60, 183, 338]
16,[4, 37, 3, 59, 8, 4, 5, 3, 4, 6, 44, 999, 7, 5, 246, 298, 261, 106, 26, 36, 16, 307, 14, 7, 53, 41, 43, 56, 29, 2, 1, 10, 27, 5, 944, 55, 1, 30, 4, 7, 16, 42, 59, 86, 3, 22, 1, 29, 23, 15]
17,[27, 4, 41, 21, 25, 6, 8, 24, 21, 48, 893, 72, 1, 22, 0, 220, 45, 59, 25, 900, 34, 2, 8, 59, 17, 7, 19, 174, 86, 22, 38, 118, 258, 54, 5, 47, 90, 7, 27, 6, 1, 677, 28, 49, 150, 36, 47, 0, 289, 30]
18,[264, 152, 30, 62, 5, 16, 18, 3, 9, 6, 709, 22, 4, 7, 11, 137, 2, 6, 225, 286, 22, 16, 21, 7, 8, 46, 1, 40, 50, 177, 24, 5, 68, 15, 3, 41, 5, 2, 49, 8, 82, 33, 70, 157, 18, 18, 40, 46, 95, 45]
19,[1, 4, 71, 51, 112, 0, 1, 73, 281, 65, 4, 0, 29, 3, 52, 57, 36, 53, 8, 9, 31, 14, 1, 414, 0, 27, 66, 182, 3, 11, 12, 37, 56, 19, 18, 391, 13, 63, 97, 61, 374, 15, 16, 8, 1, 3, 39, 112, 4, 29]
