evolutionary_step,[convergence_times]
0,[39, 3, 2, 32, 8, 1, 27, 62, 35, 25, 9, 11, 24, 7, 26, 77, 118, 7, 0, 2, 78, 19, 10, 3, 9, 40, 65, 3, 25, 0, 5, 2, 0, 5, 2, 2, 24, 18, 24, 38, 0, 39, 0, 3, 3, 4, 16, 3, 29, 21]
1,[65, 16, 9, 9, 18, 7, 5, 18, 9, 19, 5, 11, 39, 3, 7, 5, 15, 1, 42, 1, 31, 1, 25, 7, 7, 100000, 27, 21, 1, 8, 31, 99, 1, 7, 3, 0, 45, 4, 6, 1, 2, 5, 8, 3, 2, 45, 4, 3, 34, 4]
2,[10, 3, 10, 50, 21, 20, 8, 66, 72, 26, 7, 12, 163, 4, 53, 1, 7, 4, 19, 10, 26, 1, 23, 14, 15, 35, 100000, 38, 7, 2, 1, 0, 12, 24, 40, 8, 3, 12, 16, 6, 30, 6, 2, 118, 8, 32, 0, 29, 3, 18]
3,[25, 18, 6, 29, 13, 2125, 3, 22, 23, 21, 13, 7, 56, 0, 40, 52, 9, 22, 21, 1, 0, 4, 254, 37, 100000, 10, 18, 191, 1, 8, 12, 17, 15, 9, 2, 18, 33, 12, 5, 20, 100000, 5, 61, 6, 12, 0, 100000, 3, 14, 80]
4,[21, 88, 683, 5, 36, 19, 165, 2, 27, 19, 23, 1, 0, 5, 100000, 0, 10, 61, 71, 25, 24, 69, 16, 14, 17, 298, 14, 3, 52, 3, 100000, 5, 6, 7, 31, 3, 2, 33, 1, 8, 6, 63, 28, 163, 6, 13, 2, 49, 2, 4]
5,[195, 137, 47, 68, 19, 64, 173, 18, 26, 371, 99, 4, 3, 72, 4, 11, 8, 2, 31, 62, 30, 7, 30, 12, 4, 3, 5, 3, 470, 69, 2, 27, 13, 188, 45, 20, 12, 10, 119, 8, 49, 68, 3, 0, 13, 12, 1, 2, 13, 72]
6,[11, 175, 17, 34, 2820, 155, 37, 1401, 29, 80, 320, 18, 18, 200, 63, 220, 107, 417, 46, 0, 72, 100000, 100000, 3, 22, 68, 4, 3, 58, 42, 23, 12, 6, 4, 130, 14, 7, 50, 9, 5, 25, 351, 14, 86, 291, 4, 18, 9, 6, 5]
7,[415, 2, 61, 52, 321, 366, 84, 302, 169, 17, 124, 23, 33, 0, 33, 22, 0, 30, 570, 66, 32, 0, 69, 28, 10, 9, 3480, 100000, 6, 181, 89, 21, 4, 5, 8, 38, 2, 122, 7, 20, 5, 22, 6, 39, 12, 37, 199, 25, 5, 3]
8,[86, 11, 324, 1938, 354, 289, 87, 26, 26, 71, 363, 25, 336, 0, 105, 84, 2, 32, 6, 16, 12, 2, 6, 3, 89, 24, 5, 7, 78, 304, 6, 8, 8, 100000, 16, 165, 67, 0, 42, 34, 13, 120, 14, 69, 4389, 34, 93, 45, 40, 12]
9,[119, 315, 16, 170, 1631, 307, 242, 122, 118, 25, 2, 0, 13, 184, 29, 114, 39, 716, 46, 2, 3, 73, 27, 6, 3, 113, 50, 67, 9, 6, 14, 142, 149, 3, 6, 2, 16, 298, 56, 11, 1, 13, 6, 6, 57, 75, 99, 105, 128, 236]
