PARAMS: {'dataset': 'hardness', 'dominant_gene': 1, 'genome_type': 0, 'mutation_p': 10, 'pop_size': 30, 'elitism_portion': 0.5, 'fitness_loss_weight': 150, 'fitness_epoch_count_weight': 0}
evolutionary_step,best_fitness,min_loss,convergence_time,best_genotype
0,0.0005670603131875396,0.0005670603131875396,5,[0.49351545977401623, [2], 16, [0.16061060262528387], ['softplus'], 0.6453831669612975]
1,0.0005489938776008785,0.0005489938776008785,39,[0.876290261102563, [2, 3], 128, [0.40070196273020137, 0.2606226949072929], ['softplus', 'linear'], 0.9180137501552643]
2,0.000520614325068891,0.000520614325068891,10,[0.24800847211194502, [4, 6], 8, [0.19092671448729814, 0.3632447147729572], ['softplus', 'leaky_relu'], 0.5112663639720245]
3,0.0005501319537870586,0.0005501319537870586,13,[0.16901759424965243, [5], 256, [0.45994385495280415], ['leaky_relu'], 0.9323085481681037]
4,0.0005026624421589077,0.0005026624421589077,43,[0.4645068891851133, [2, 6, 3], 16, [0.19053928558259214, 0.19053928558259214, 0.19053928558259214], ['leaky_relu', 'leaky_relu', 'leaky_relu'], 0.9323085481681037]
5,0.0005780084757134318,0.0005780084757134318,19,[0.2716975167963603, [2, 5, 3, 3], 16, [0.38616047212902765, 0.13812403466385237, 0.01611206786198821, 0.01611206786198821], ['softplus', 'relu', 'leaky_relu', 'leaky_relu'], 0.9872541831745881]
6,0.0005692709237337112,0.0005692709237337112,30,[0.15259350711593084, [3, 2, 2], 512, [0.38616047212902765, 0.13812403466385237, 0.01611206786198821], ['softplus', 'relu', 'leaky_relu'], 0.9872541831745881]
7,0.0005174705875106156,0.0005174705875106156,32,[0.15259350711593084, [2, 2, 4], 512, [0.38616047212902765, 0.13812403466385237, 0.01611206786198821], ['leaky_relu', 'softplus', 'linear'], 0.9491564155552299]
8,0.0005697588203474879,0.0005697588203474879,12,[0.016507957849961476, [6, 8, 2], 64, [0.38616047212902765, 0.13812403466385237, 0.01611206786198821], ['softplus', 'relu', 'leaky_relu'], 0.9143424651054763]
9,0.0005082052666693926,0.0005082052666693926,6,[0.2716975167963603, [2, 5, 3, 3], 16, [0.38616047212902765, 0.13812403466385237, 0.01611206786198821, 0.01611206786198821], ['softplus', 'softplus', 'leaky_relu', 'softplus'], 0.9491564155552299]
10,0.0005823794635944068,0.0005823794635944068,44,[0.15259350711593084, [2, 2, 4], 512, [0.38616047212902765, 0.13812403466385237, 0.01611206786198821], ['leaky_relu', 'softplus', 'linear'], 0.9491564155552299]
11,0.0005827620625495911,0.0005827620625495911,15,[0.016507957849961476, [8, 8, 4, 7], 32, [0.13967548493915094, 0.2505857205953578, 0.06402967980886337, 0.4833142079152108], ['leaky_relu', 'leaky_relu', 'softplus', 'softplus'], 0.9491564155552299]
12,0.0005655562854371965,0.0005655562854371965,9,[0.016507957849961476, [8, 8, 4, 7], 32, [0.13967548493915094, 0.2505857205953578, 0.06402967980886337, 0.4833142079152108], ['leaky_relu', 'leaky_relu', 'softplus', 'softplus'], 0.9491564155552299]
13,0.0005724207730963826,0.0005724207730963826,52,[0.016507957849961476, [8, 8, 4, 7], 32, [0.13967548493915094, 0.2505857205953578, 0.06402967980886337, 0.4833142079152108], ['leaky_relu', 'leaky_relu', 'softplus', 'softplus'], 0.9491564155552299]
14,0.0004960849182680249,0.0004960849182680249,44,[0.016507957849961476, [8, 8, 4, 7], 32, [0.13967548493915094, 0.2505857205953578, 0.06402967980886337, 0.4833142079152108], ['leaky_relu', 'leaky_relu', 'softplus', 'softplus'], 0.9491564155552299]
15,0.000553466088604182,0.000553466088604182,14,[0.016507957849961476, [8, 8, 4, 7], 32, [0.13967548493915094, 0.2505857205953578, 0.06402967980886337, 0.4833142079152108], ['leaky_relu', 'leaky_relu', 'softplus', 'softplus'], 0.9491564155552299]
16,0.000555452483240515,0.000555452483240515,60,[0.016507957849961476, [8, 8, 4, 7], 32, [0.13967548493915094, 0.2505857205953578, 0.06402967980886337, 0.4833142079152108], ['leaky_relu', 'leaky_relu', 'softplus', 'softplus'], 0.9491564155552299]
17,0.0004904741072095931,0.0004904741072095931,70,[0.016507957849961476, [8, 8, 4, 7], 32, [0.03751092112032273, 0.14348842124971845, 0.15594242991598106, 0.15594242991598106], ['relu', 'linear', 'leaky_relu', 'relu'], 0.9872541831745881]
18,0.0005083896103315055,0.0005083896103315055,99,[0.016507957849961476, [6, 6, 8], 2, [0.0332342618135843, 0.026897852618003204, 0.03521166716314489], ['linear', 'softplus', 'leaky_relu'], 0.9872541831745881]
19,0.000489941390696913,0.000489941390696913,133,[0.016507957849961476, [8, 8, 4, 7], 256, [0.0332342618135843, 0.026897852618003204, 0.03521166716314489, 0.34057045176195083], ['relu', 'relu', 'leaky_relu', 'relu'], 0.9872541831745881]

EVOLUTION ENDED

Optimal genes: [0.016507957849961476, [8, 8, 4, 7], 256, [0.0332342618135843, 0.026897852618003204, 0.03521166716314489, 0.34057045176195083], ['relu', 'relu', 'leaky_relu', 'relu'], 0.9872541831745881]           
Optimal fitness: 0.000489941390696913                 
