evolutionary_step,[convergence_times]
0,[62, 178, 27, 30, 401, 81, 100000, 81, 7, 1007, 109, 32, 57, 50, 92, 112, 100000, 25, 73, 140, 0, 67, 100000, 233, 54, 161, 177, 957, 10, 19]
1,[39, 2, 61, 195, 25, 38, 126, 225, 608, 174, 284, 115, 51, 22, 233, 100000, 245, 134, 474, 950, 57, 265, 238, 31, 162, 53, 11, 96, 143, 7]
2,[244, 52, 12, 60, 25, 111, 11, 41, 138, 18, 232, 7, 248, 41, 0, 544, 29, 3, 495, 252, 31, 346, 70, 32, 12, 26, 29, 14, 108, 83]
3,[214, 302, 91, 83, 61, 45, 191, 263, 37, 247, 85, 36, 17, 0, 20, 15, 34, 46, 316, 178, 221, 368, 105, 234, 144, 883, 57, 113, 167, 121]
4,[271, 145, 141, 1, 104, 183, 33, 50, 76, 338, 173, 93, 303, 165, 227, 69, 116, 142, 45, 29, 154, 61, 9, 106, 185, 163, 305, 5, 57, 222]
5,[109, 30, 226, 65, 113, 111, 109, 51, 64, 103, 215, 194, 168, 10, 8, 282, 79, 134, 12, 19, 25, 388, 128, 152, 116, 6, 439, 46, 392, 64]
6,[83, 306, 118, 105, 105, 231, 168, 8, 51, 75, 110, 67, 25, 72, 190, 110, 347, 245, 519, 34, 194, 139, 102, 16, 147, 35, 57, 102, 10, 21]
7,[136, 259, 244, 7, 50, 4, 120, 36, 85, 267, 459, 266, 140, 273, 9, 7, 50, 94, 62, 292, 4, 171, 160, 73, 23, 146, 2, 0, 130, 3]
8,[79, 18, 112, 37, 68, 161, 95, 111, 150, 390, 148, 443, 23, 22, 109, 317, 126, 185, 110, 1328, 194, 293, 264, 220, 148, 5, 277, 117, 17, 523]
9,[62, 149, 2, 22, 17, 208, 249, 34, 84, 292, 141, 77, 53, 35, 109, 6, 3, 7, 12, 143, 182, 77, 314, 109, 326, 110, 199, 5, 189, 191]
10,[80, 87, 4, 56, 16, 160, 157, 156, 26, 251, 119, 42, 135, 105, 268, 169, 111, 239, 97, 285, 400, 144, 888, 127, 58, 146, 62, 1479, 200, 22]
11,[10, 177, 91, 239, 82, 163, 67, 15, 378, 69, 258, 10, 103, 580, 279, 25, 6, 2, 151, 386, 266, 360, 307, 394, 9, 64, 112, 34, 1767, 6]
12,[364, 34, 22, 38, 87, 63, 68, 24, 1, 7, 316, 11, 32, 93, 192, 12, 72, 88, 12, 340, 1, 7, 200, 119, 533, 100, 114, 17, 161, 30]
13,[60, 77, 59, 42, 8, 156, 820, 167, 59, 559, 114, 31, 35, 31, 546, 102, 17, 408, 21, 23, 507, 51, 13, 11, 155, 84, 222, 466, 18, 10]
14,[73, 69, 51, 46, 93, 78, 162, 182, 89, 119, 223, 478, 56, 3, 1, 12, 71, 32, 399, 74, 4, 0, 481, 120, 73, 163, 493, 18, 52, 3]
15,[212, 67, 8, 132, 26, 110, 184, 45, 46, 59, 351, 74, 30, 216, 33, 124, 199, 522, 2, 133, 119, 51, 60, 55, 37, 63, 100, 177, 127, 17]
16,[26, 65, 226, 233, 22, 7, 91, 90, 29, 87, 63, 21, 204, 104, 98, 51, 212, 43, 104, 189, 6, 1, 706, 4, 602, 129, 4, 52, 82, 17]
17,[93, 20, 28, 4, 355, 141, 62, 72, 48, 57, 343, 87, 79, 93, 49, 27, 46, 98, 5, 4, 11, 68, 100, 189, 990, 55, 265, 15, 134, 2]
18,[8, 96, 18, 168, 3, 56, 141, 106, 30, 121, 85, 226, 115, 71, 41, 123, 7, 202, 187, 7, 60, 27, 48, 543, 281, 68, 139, 56, 17, 12]
19,[57, 8, 4, 36, 147, 207, 210, 52, 34, 443, 120, 4, 333, 219, 82, 124, 33, 83, 8, 1477, 3, 15, 33, 236, 89, 397, 55, 26, 116, 62]
