evolutionary_step,[convergence_times]
0,[8, 11, 0, 0, 3, 11, 0, 0, 3, 0, 1, 0, 1, 1, 2, 1, 0, 0, 0, 0, 2, 0, 2, 0, 2, 1, 0, 23, 0, 0]
1,[0, 0, 9, 14, 3, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 17, 0, 0, 15, 0, 6, 1, 0, 2, 17, 1, 2, 5, 2, 5]
2,[11, 3, 0, 10, 3, 8, 6, 5, 10, 7, 0, 9, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 23, 0, 1, 5, 0, 15, 8, 0]
3,[2, 2, 4, 3, 0, 5, 3, 1, 5, 2, 7, 6, 3, 7, 10, 1, 3, 5, 0, 14, 2, 21, 10, 10, 1, 5, 14, 8, 2, 11]
4,[6, 4, 5, 7, 18, 1, 3, 21, 0, 10, 4, 0, 4, 4, 3, 0, 0, 0, 2, 4, 3, 24, 0, 3, 5, 3, 1, 14, 1, 29]
5,[0, 1, 6, 2, 1, 2, 0, 23, 6, 1, 13, 2, 1, 6, 3, 5, 3, 5, 5, 1, 4, 3, 3, 11, 1, 3, 0, 8, 5, 22]
6,[3, 3, 2, 21, 3, 2, 9, 11, 17, 1, 14, 4, 17, 9, 3, 7, 8, 0, 1, 12, 3, 0, 19, 1, 2, 51, 19, 7, 6, 8]
7,[5, 3, 5, 14, 3, 3, 0, 7, 1, 6, 0, 11, 1, 2, 7, 14, 0, 0, 5, 1, 6, 13, 5, 0, 2, 2, 3, 5, 5, 5]
8,[6, 3, 4, 8, 5, 6, 5, 12, 25, 2, 0, 3, 15, 3, 15, 0, 18, 0, 2, 1, 7, 13, 0, 12, 0, 27, 0, 13, 8, 0]
9,[3, 6, 7, 27, 2, 3, 12, 9, 9, 2, 5, 22, 1, 5, 10, 6, 2, 0, 0, 7, 0, 1, 13, 3, 0, 2, 7, 0, 0, 15]
10,[2, 3, 2, 4, 10, 0, 7, 16, 1, 0, 0, 10, 10, 30, 6, 2, 10, 15, 5, 0, 7, 0, 1, 1, 9, 19, 7, 5, 8, 8]
11,[6, 6, 6, 4, 2, 2, 0, 17, 5, 2, 2, 5, 6, 2, 0, 10, 6, 27, 0, 9, 6, 9, 6, 3, 6, 7, 8, 1, 4, 18]
12,[4, 0, 5, 2, 2, 2, 5, 2, 6, 16, 0, 3, 2, 3, 0, 4, 1, 3, 3, 1, 0, 2, 19, 4, 2, 1, 8, 1, 2, 35]
13,[1, 4, 2, 3, 8, 1, 0, 13, 7, 3, 5, 2, 8, 5, 9, 2, 3, 0, 1, 3, 6, 5, 8, 2, 13, 2, 11, 2, 0, 2]
14,[2, 4, 12, 9, 8, 3, 0, 1, 13, 9, 6, 4, 2, 5, 4, 2, 1, 5, 1, 3, 1, 3, 2, 8, 15, 1, 20, 8, 0, 13]
15,[10, 1, 5, 1, 7, 1, 1, 1, 6, 146, 0, 8, 1, 0, 8, 8, 2, 0, 24, 14, 23, 0, 3, 0, 1, 3, 1, 3, 19, 18]
16,[4, 2, 2, 0, 3, 12, 71, 30, 5, 9, 7, 0, 16, 9, 8, 1, 12, 2, 2, 3, 0, 5, 6, 6, 26, 0, 21, 4, 8, 31]
17,[4, 5, 2, 6, 5, 9, 3, 6, 7, 0, 5, 0, 12, 2, 6, 2, 1, 4, 0, 45, 0, 9, 6, 11, 10, 1, 1, 3, 1, 1]
18,[3, 10, 1, 0, 0, 2, 6, 7, 0, 39, 1, 5, 13, 5, 0, 26, 4, 5, 9, 0, 11, 2, 0, 3, 8, 6, 13, 13, 9, 1]
19,[2, 6, 1, 8, 19, 5, 2, 24, 18, 6, 12, 12, 0, 8, 0, 6, 3, 10, 4, 0, 0, 0, 4, 11, 5, 11, 8, 3, 0, 2]
