evolutionary_step,[convergence_times]
0,[25, 5, 2, 40, 3, 149, 11, 6, 101, 0]
1,[16, 44, 98, 5, 22, 26, 59, 25, 6, 51]
2,[36, 1, 2, 22, 159, 13, 4, 47, 0, 28]
3,[58, 44, 67, 16, 1, 7, 4, 4, 2, 3]
4,[9, 75, 14, 2, 42, 25, 12, 52, 38, 56]
5,[6, 57, 26, 0, 3, 4, 14, 27, 3, 4]
6,[16, 18, 11, 48, 69, 28, 35, 48, 12, 5]
7,[61, 33, 35, 4, 1, 11, 3, 27, 43, 7]
8,[8, 25, 26, 714, 89, 48, 49, 26, 3, 6]
9,[25, 33, 19, 67, 21, 17, 0, 32, 5, 38]
10,[30, 19, 3, 87, 43, 47, 26, 24, 71, 16]
11,[41, 14, 60, 52, 2, 24, 9, 0, 22, 18]
12,[37, 24, 27, 43, 16, 90, 19, 2, 78, 178]
13,[79, 39, 27, 2, 73, 42, 2, 100, 65, 26]
14,[4, 39, 90, 60, 45, 26, 14, 66, 10, 0]
15,[20, 0, 49, 3, 175, 4, 56, 36, 88, 76]
16,[82, 70, 6, 72, 107, 2, 1, 27, 10, 50]
17,[1, 2, 16, 300, 21, 48, 24, 0, 4, 23]
18,[5, 9, 6, 187, 19, 66, 22, 0, 0, 17]
19,[17, 18, 24, 30, 433, 7, 47, 75, 31, 75]
20,[19, 26, 26, 5, 5, 1, 15, 376, 23, 106]
21,[30, 34, 11, 80, 9, 68, 38, 5, 1, 2]
22,[72, 199, 24, 35, 4, 56, 30, 4, 286, 32]
23,[25, 22, 1, 43, 15, 11, 2, 100, 3, 13]
24,[44, 29, 221, 5, 405, 0, 27, 8, 50, 5]
25,[83, 81, 4, 2, 31, 3, 1, 175, 61, 1]
26,[23, 10, 111, 35, 109, 27, 37, 141, 45, 7]
27,[52, 336, 203, 25, 9, 74, 7, 3, 9, 4]
28,[376, 382, 341, 26, 49, 20, 162, 0, 55, 127]
29,[12, 24, 5, 20, 115, 22, 25, 14, 16, 5]
30,[21, 25, 11, 33, 12, 1, 25, 18, 13, 15]
31,[61, 7, 6, 1, 3, 41, 47, 4, 34, 58]
32,[6, 70, 4, 33, 75, 12, 383, 14, 32, 3]
33,[3, 34, 31, 9, 12, 11, 404, 36, 7, 29]
34,[19, 45, 4, 1, 20, 2, 1, 23, 21, 22]
35,[45, 16, 69, 0, 25, 2, 2, 7, 0, 5]
36,[51, 21, 10, 17, 24, 20, 25, 36, 0, 2]
37,[33, 47, 94, 2, 49, 2, 101, 42, 67, 243]
38,[45, 31, 28, 10, 9, 0, 0, 50, 27, 34]
39,[10, 32, 70, 9, 41, 60, 3, 5, 40, 3]
40,[41, 28, 31, 8, 183, 5, 3, 4, 5, 30]
41,[30, 23, 397, 1, 39, 0, 153, 11, 10, 0]
42,[1, 28, 9, 71, 29, 0, 0, 7, 7, 8]
43,[32, 32, 9, 25, 58, 2, 8, 122, 0, 23]
44,[27, 29, 33, 0, 8, 27, 1, 12, 8, 0]
45,[0, 33, 10, 28, 231, 5, 52, 4, 88, 51]
46,[32, 32, 22, 81, 113, 11, 35, 3, 32, 44]
47,[34, 40, 43, 26, 2, 3, 9, 10, 6, 111]
48,[37, 30, 141, 50, 18, 27, 4, 1, 2, 28]
49,[32, 32, 1, 24, 7, 2, 28, 178, 28, 189]
50,[25, 35, 25, 230, 61, 63, 3, 22, 168, 15]
51,[39, 32, 41, 141, 24, 24, 3, 4, 41, 2]
52,[37, 37, 16, 6, 33, 2, 458, 40, 29, 32]
53,[28, 33, 0, 14, 6, 198, 0, 37, 80, 23]
54,[33, 32, 33, 18, 1, 52, 29, 2, 28, 1]
55,[31, 27, 40, 20, 20, 30, 28, 141, 19, 43]
56,[29, 35, 23, 0, 35, 26, 15, 1, 6, 29]
57,[22, 10, 2, 4, 39, 31, 86, 4, 32, 2]
58,[18, 30, 75, 2, 16, 140, 23, 188, 7, 23]
59,[27, 33, 25, 32, 177, 30, 41, 9, 0, 33]
60,[54, 32, 25, 69, 32, 37, 45, 7, 197, 21]
61,[31, 37, 14, 152, 199, 404, 54, 29, 0, 55]
62,[31, 41, 141, 3, 266, 2, 9, 426, 17, 30]
63,[1, 31, 129, 2, 9, 377, 0, 5, 7, 10]
64,[3, 36, 33, 6, 16, 37, 25, 4, 365, 35]
65,[171, 34, 51, 3, 22, 1, 5, 21, 21, 26]
66,[37, 181, 12, 51, 34, 5, 22, 94, 100000, 1]
67,[26, 31, 20, 57, 49, 1, 13, 0, 3, 23]
68,[9, 33, 3, 33, 18, 1, 80, 3, 1, 41]
69,[34, 35, 4, 23, 68, 53, 42, 6, 35, 31]
70,[8, 31, 3, 33, 11, 3, 5, 41, 51, 1]
71,[43, 33, 16, 13, 12, 26, 1, 25, 114, 9]
72,[17, 30, 67, 10, 41, 11, 3, 3, 23, 84]
73,[17, 141, 39, 13, 17, 44, 32, 5, 15, 167]
74,[11, 35, 6, 1, 26, 25, 11, 6, 84, 66]
75,[6, 32, 2, 36, 0, 6, 3, 1, 84, 5]
76,[32, 30, 2, 14, 8, 4, 26, 8, 8, 3]
77,[34, 34, 17, 416, 8, 53, 10, 8, 12, 3]
78,[35, 33, 0, 143, 114, 16, 25, 3, 4, 0]
79,[33, 106, 2, 25, 21, 139, 27, 2, 23, 3]
80,[33, 101, 107, 25, 95, 26, 15, 22, 10, 0]
81,[35, 71, 95, 6, 22, 16, 2, 38, 3, 26]
82,[29, 94, 24, 122, 13, 13, 97, 3, 1, 0]
83,[89, 121, 96, 3, 2, 25, 4, 2, 100, 27]
84,[85, 115, 122, 5, 33, 9, 159, 12, 5, 231]
85,[119, 221, 180, 83, 8, 35, 111, 32, 35, 82]
86,[153, 95, 6, 22, 270, 144, 106, 64, 100, 6]
87,[127, 10, 34, 16, 110, 87, 61, 35, 140, 102]
88,[121, 199, 93, 182, 12, 16, 84, 57, 14, 8]
89,[202, 31, 60, 331, 4, 38, 3, 19, 209, 4]
90,[216, 192, 153, 7, 54, 52, 100, 0, 2, 71]
91,[177, 170, 6, 102, 0, 22, 69, 44, 23, 146]
92,[155, 124, 51, 44, 14, 141, 125, 7, 0, 42]
93,[26, 112, 0, 1, 10, 0, 49, 50, 1, 36]
94,[139, 189, 144, 1, 4, 11, 193, 1, 6, 8]
95,[80, 15, 106, 84, 102, 31, 9, 1, 119, 85]
96,[18, 93, 1, 29, 113, 64, 21, 120, 189, 2]
97,[124, 70, 4, 2, 9, 34, 36, 18, 38, 11]
98,[145, 124, 140, 5, 61, 26, 6, 1, 6, 35]
99,[104, 162, 2, 88, 2, 23, 75, 195, 79, 143]
