evolutionary_step,[convergence_times]
0,[65, 100000, 11, 5, 100000, 7, 10, 40, 10, 38]
1,[32, 8, 13, 234, 34, 16, 6, 14, 4, 60]
2,[65, 6, 23, 36, 40, 2, 51, 10, 55, 1]
3,[8, 39, 4, 1, 8, 100000, 13, 2, 5, 78]
4,[4, 7, 29, 31, 30, 3, 2, 15, 42, 0]
5,[43, 5, 0, 10, 8, 1, 5, 10, 7, 1]
6,[17, 8, 7, 9, 18, 36, 13, 12, 9, 1]
7,[232, 34, 10, 59, 9, 24, 2, 12, 22, 13]
8,[225, 33, 234, 52, 11, 1, 7, 21, 2, 10]
9,[43, 234, 13, 5, 33, 2, 6, 42, 26, 19]
10,[46, 23, 18, 67, 3, 59, 32, 14, 22, 26]
11,[4, 19, 48, 81, 29, 13, 196, 222, 47, 9]
12,[91, 21, 42, 51, 24, 46, 36, 12, 6, 27]
13,[35, 8, 10, 47, 26, 51, 10, 78, 85, 22]
14,[6, 83, 18, 31, 1, 11, 30, 36, 2, 95]
15,[26, 2, 31, 44, 28, 65, 18, 7, 2, 5]
16,[74, 25, 96, 2, 7, 52, 35, 2, 11, 25]
17,[24, 19, 3, 68, 5, 27, 51, 1, 30, 31]
18,[37, 12, 29, 21, 33, 33, 39, 29, 35, 7]
19,[20, 22, 18, 19, 2, 53, 35, 35, 4, 21]
20,[37, 27, 89, 34, 41, 32, 232, 51, 41, 31]
21,[74, 18, 17, 50, 126, 71, 97, 34, 23, 13]
22,[67, 27, 57, 5, 12, 3, 16, 5, 55, 69]
23,[74, 45, 62, 81, 25, 26, 0, 49, 51, 3]
24,[42, 76, 18, 85, 8, 33, 111, 1, 166, 8]
25,[32, 32, 17, 11, 12, 56, 27, 5, 31, 4]
26,[11, 44, 56, 42, 6, 31, 36, 29, 100, 17]
27,[33, 87, 20, 31, 66, 33, 5, 23, 56, 8]
28,[22, 23, 24, 8, 29, 7, 4, 64, 33, 3]
29,[88, 41, 75, 5, 18, 75, 6, 7, 12, 5]
30,[41, 25, 39, 14, 12, 8, 19, 6, 3, 4]
31,[35, 71, 75, 49, 24, 20, 27, 5, 6, 42]
32,[23, 90, 66, 4, 12, 56, 4, 30, 3, 11]
33,[21, 41, 86, 7, 13, 6, 8, 51, 50, 3]
34,[24, 38, 220, 24, 10, 32, 61, 17, 13, 59]
35,[29, 36, 10, 55, 159, 73, 57, 598, 56, 66]
36,[51, 21, 34, 6, 55, 9, 36, 66, 294, 3]
37,[38, 33, 1, 13, 4, 254, 9, 64, 76, 49]
38,[113, 48, 515, 228, 176, 3, 58, 67, 77, 39]
39,[125, 24, 38, 72, 3, 26, 8, 4, 181, 96]
40,[526, 66, 4, 169, 12, 13, 245, 50, 42, 3]
